"words","av_word_len","sentences","uniquewords","i","you","he","everything","student","go","understanding","number","often","being","of","would","ADJ","ADP","ADV","CCONJ","DET","NOUN","NUM","PART","PRON","PUNCT","SPACE","VERB","ADJ-ADP","ADJ-DET","ADJ-NOUN","ADJ-PART","ADJ-PUNCT","ADJ-VERB","ADP-ADP","ADP-ADV","ADP-DET","ADP-NOUN","ADP-PRON","ADV-ADJ","ADV-ADV","ADV-DET","ADV-NOUN","ADV-NUM","ADV-PRON","ADV-VERB","CCONJ-ADJ","CCONJ-ADV","CCONJ-DET","CCONJ-NOUN","CCONJ-PART","CCONJ-VERB","DET-ADJ","DET-ADV","DET-DET","DET-NOUN","DET-PUNCT","DET-VERB","NOUN-ADJ","NOUN-ADP","NOUN-ADV","NOUN-CCONJ","NOUN-DET","NOUN-NOUN","NOUN-PART","NOUN-PUNCT","NOUN-VERB","NUM-ADP","PART-VERB","PRON-DET","PRON-VERB","PUNCT-ADP","PUNCT-ADV","PUNCT-CCONJ","PUNCT-DET","PUNCT-NA","PUNCT-NOUN","PUNCT-SPACE","PUNCT-VERB","SPACE-ADJ","SPACE-ADP","SPACE-ADV","SPACE-CCONJ","SPACE-DET","SPACE-PART","VERB-ADJ","VERB-ADP","VERB-ADV","VERB-DET","VERB-NOUN","VERB-PUNCT","VERB-VERB","ADJ-ADJ","ADJ-PRON","ADP-ADJ","ADP-VERB","ADV-CCONJ","ADV-PART","ADV-PUNCT","CCONJ-PRON","DET-ADP","DET-CCONJ","DET-PRON","NOUN-PRON","NUM-NOUN","PRON-CCONJ","PRON-PUNCT","PUNCT-PRON","SPACE-PRON","VERB-CCONJ","VERB-NUM","VERB-PART","PROPN","ADJ-CCONJ","ADP-PROPN","ADV-ADP","PART-DET","PRON-ADJ","PRON-ADP","PRON-ADV","PRON-NOUN","PRON-PRON","PROPN-PUNCT","PUNCT-PART","SPACE-NOUN","VERB-PRON","ADJ-ADV","ADJ-NUM","CCONJ-ADP","NUM-VERB","PART-CCONJ","PART-NOUN","PART-PUNCT","PUNCT-ADJ","INTJ","ADP-PART","CCONJ-PROPN","INTJ-PRON","NUM-NUM","PART-ADP","PROPN-CCONJ","PROPN-DET","PROPN-NOUN","PROPN-PROPN","PROPN-VERB","PUNCT-INTJ","PUNCT-PROPN","VERB-PROPN","ADV-PROPN","DET-PROPN","INTJ-PUNCT","INTJ-VERB","NOUN-PROPN","PROPN-INTJ","PROPN-PART","PUNCT-PUNCT","SPACE-NA","SPACE-PUNCT","ADP-NUM","CCONJ-NUM","NUM-CCONJ","CCONJ-PUNCT","DET-NUM","NOUN-INTJ","PROPN-ADP","ADV-INTJ","PART-ADV","SPACE-VERB","VERB-INTJ","AUX","ADV-AUX","AUX-ADV","PRON-AUX","ADP-CCONJ","ADP-PUNCT","PRON-PART","AUX-VERB","INTJ-DET","SPACE-INTJ","PUNCT-AUX","PROPN-PRON","X","NOUN-X","PART-ADJ","X-ADV","NUM-PRON","INTJ-ADP","NUM-ADJ","NUM-DET","PUNCT-X","X-PUNCT","PRON-INTJ","NOUN-SPACE","PROPN-ADV","PUNCT-NUM","NOUN-AUX","VERB-X","X-PRON","SPACE-PROPN","X-VERB","ADJ-AUX","ADJ-PROPN","INTJ-ADV","NOUN-NUM","INTJ-NOUN","ADP-X","X-ADP","NUM-ADV","SPACE-NUM","PART-PART","SYM","DET-SYM","SYM-NOUN","NUM-PART","NUM-PUNCT","PROPN-ADJ","DET-PART","PART-PRON","CCONJ-X","X-ADJ","X-X","PART-PROPN","INTJ-PART","PRON-NA","DET-X","X-DET","NUM-SYM","SYM-NUM","NOUN-NA","PRON-NUM","ADJ-X","ADP-INTJ","PART-NUM","PRON-PROPN","INTJ-CCONJ","ADJ-SPACE","X-CCONJ","CCONJ-INTJ","X-SYM","DET-AUX","PRON-SYM","SYM-PRON","exam_id","test_score","confidencehedged","confidencehigh"
315,4.1047619047619,16,159,20,0,3,1,0,0,0,0,0,0,1,0,25,30,29,15,45,56,5,10,36,32,4,64,3,1,12,1,3,1,1,0,13,0,8,4,3,1,1,0,4,7,1,3,2,2,0,1,8,0,0,30,0,3,3,6,4,4,3,2,5,22,3,0,10,0,31,1,2,7,6,1,2,4,0,0,0,2,0,1,0,4,12,13,18,4,2,5,1,0,4,3,1,0,4,4,2,0,2,4,3,0,1,9,1,0,1,4,0,1,0,4,0,0,1,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082328,0,2,5
309,4.17152103559871,12,131,8,0,4,0,0,3,0,0,0,0,7,0,20,47,14,20,55,71,5,4,19,27,6,47,1,0,13,0,2,1,1,1,26,6,2,2,1,2,0,0,3,5,2,2,4,0,0,2,9,0,0,34,2,7,3,19,4,10,6,3,1,18,3,0,3,0,15,3,3,1,5,1,1,6,1,0,2,0,2,0,0,3,14,2,12,5,1,5,0,0,1,3,0,0,1,4,1,0,1,2,5,1,1,5,1,1,2,1,5,3,4,0,0,0,0,1,1,0,1,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086007,0,1,2
359,4.4066852367688,16,157,2,17,0,0,2,0,0,0,3,1,9,0,17,58,30,20,37,83,1,10,29,19,4,71,3,0,12,2,0,0,3,1,18,21,8,3,5,2,1,0,3,10,0,3,2,6,0,1,5,2,1,25,0,3,0,25,3,12,3,5,5,13,7,0,10,0,21,1,0,4,2,1,2,4,2,0,1,1,0,0,0,7,15,12,9,9,2,12,0,0,2,4,2,1,1,2,1,0,0,8,1,1,3,3,0,1,0,1,1,0,0,2,0,0,0,2,0,1,0,0,1,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093902,1,5,5
334,4.2814371257485,22,142,0,4,0,0,0,3,0,0,0,0,6,0,27,31,28,22,40,77,0,8,28,25,4,71,2,0,22,1,2,0,0,1,11,8,8,6,2,1,3,0,2,9,1,3,3,5,0,6,11,2,1,20,0,0,1,12,4,16,3,5,0,14,19,0,6,1,19,0,2,2,6,1,3,4,3,0,0,2,0,0,0,6,8,9,13,9,4,7,0,0,2,1,0,0,2,3,2,1,3,3,0,0,2,4,0,3,0,7,0,0,0,2,0,0,3,2,1,0,0,0,1,4,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103401,0,2,1
311,4.59485530546624,18,156,0,0,0,0,0,0,0,0,1,3,14,1,28,43,29,9,41,64,2,10,13,40,7,71,6,0,12,0,3,3,1,0,19,13,4,2,4,4,0,0,0,9,0,2,2,0,0,4,7,1,0,30,2,1,1,16,1,0,1,3,1,19,18,0,10,0,4,4,3,3,8,1,1,7,5,0,4,2,0,1,0,8,9,8,6,4,7,16,1,0,4,0,1,2,6,0,0,0,0,3,1,0,2,2,0,4,0,7,0,1,0,1,0,0,1,5,0,1,0,0,0,2,2,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112509,1,9,7
336,4.66071428571429,16,162,7,0,0,0,0,0,0,0,0,0,15,0,32,46,30,10,45,84,9,5,12,28,5,57,2,0,25,1,1,0,0,1,14,11,1,6,4,4,1,0,4,10,0,3,2,1,0,2,8,2,1,26,1,5,0,29,8,5,1,10,2,21,8,2,4,0,10,4,1,3,3,1,2,5,1,0,0,0,0,3,0,5,9,8,17,3,1,11,1,0,10,3,0,0,1,2,0,0,0,0,4,0,0,4,1,0,1,2,6,0,4,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122932,1,1,4
345,4.39710144927536,15,149,11,0,2,0,0,0,0,0,0,0,3,0,26,49,27,15,46,72,0,10,28,48,0,70,4,0,21,0,1,0,2,1,19,11,7,5,3,1,0,0,0,6,1,1,1,0,1,3,7,1,1,34,0,3,1,9,1,3,3,2,3,34,14,0,10,0,21,11,4,9,4,1,2,0,5,0,0,0,0,0,0,4,14,13,17,2,5,6,0,0,7,2,2,1,4,5,0,0,0,2,0,1,3,9,0,0,0,4,0,0,0,4,0,0,2,0,0,0,0,1,0,5,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131319,0,8,5
322,4.20807453416149,17,158,1,0,7,0,0,1,0,0,0,0,13,0,33,48,30,9,27,73,1,9,23,27,2,66,5,1,19,2,1,2,1,2,5,21,7,7,1,1,5,0,2,6,2,1,0,1,0,4,6,1,2,15,0,3,3,20,5,0,6,5,4,12,14,0,8,0,21,6,5,3,2,1,0,2,2,0,0,2,0,0,0,10,11,11,10,6,7,3,0,2,5,2,1,0,3,0,0,0,0,4,1,0,1,6,0,3,0,3,3,0,1,4,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132072,0,8,1
329,4.93009118541033,14,159,8,0,0,0,0,0,0,0,0,0,4,2,39,49,24,9,33,62,0,10,26,23,5,73,6,0,26,1,1,2,3,0,12,12,4,7,2,0,0,0,3,4,1,0,4,0,0,0,6,1,0,19,0,3,0,11,5,7,3,1,3,14,16,0,8,1,21,4,4,0,1,1,1,5,0,0,0,1,0,1,1,10,18,9,10,1,3,14,3,0,9,4,0,0,4,3,1,0,3,2,0,1,0,5,2,0,0,5,3,0,3,4,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133423,1,6,1
323,4.80185758513932,18,160,6,0,5,0,0,0,4,0,0,1,12,6,23,43,19,13,41,63,0,12,34,30,5,73,5,0,12,2,3,0,0,1,18,7,10,2,2,2,0,0,0,10,2,0,1,5,0,1,8,0,1,25,1,4,0,20,1,7,2,4,2,14,11,0,9,1,23,5,0,4,4,1,0,5,0,0,1,0,0,1,0,7,8,12,11,8,7,11,0,0,4,2,0,1,0,3,0,0,1,2,0,1,4,11,1,0,0,4,1,1,0,2,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11425,1,4,3
333,3.90990990990991,20,129,4,6,2,0,0,2,0,0,1,0,5,4,29,52,30,9,43,82,2,7,14,23,5,65,3,0,20,0,2,3,4,4,19,15,3,3,3,3,2,0,2,14,1,1,1,1,0,3,7,0,1,33,1,1,4,20,5,4,4,4,7,15,13,0,7,0,9,7,5,3,0,1,0,5,0,0,1,1,0,3,0,8,14,7,12,4,4,15,0,0,6,0,0,0,1,1,0,0,0,5,2,0,0,2,0,1,0,0,0,1,0,2,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160892,1,4,0
302,4.23509933774834,26,117,18,13,0,0,0,0,0,0,0,0,1,1,17,25,32,11,28,47,0,14,44,30,7,84,3,0,9,0,1,0,3,1,7,5,7,5,5,0,2,0,5,10,1,1,0,4,0,1,4,1,0,17,1,3,0,4,4,7,3,2,4,12,10,0,14,1,37,4,2,1,3,1,1,7,0,0,3,1,0,1,0,5,7,14,13,6,12,7,1,1,0,2,1,0,3,4,0,0,2,1,0,0,1,10,2,1,0,8,0,1,0,1,0,0,0,2,1,0,0,0,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162354,0,3,10
307,4.30944625407166,14,135,14,1,0,0,0,0,0,0,0,0,6,0,29,34,23,12,42,53,3,13,30,31,9,65,4,0,13,1,5,0,0,1,16,3,9,8,4,1,0,0,2,4,4,1,2,1,0,2,5,5,4,23,2,1,1,11,4,1,2,4,1,15,6,0,13,2,22,2,2,5,4,1,0,9,2,0,3,1,0,0,0,5,11,1,9,5,7,12,0,1,3,0,1,0,1,1,0,0,2,8,3,0,0,3,2,1,1,11,0,4,0,2,0,1,0,2,1,0,0,0,0,2,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164913,0,7,1
319,4.09404388714734,13,135,3,2,0,0,2,3,0,0,0,0,6,1,12,46,24,12,43,73,2,13,26,30,0,65,1,0,7,0,2,0,5,1,14,15,9,1,2,3,2,0,4,5,0,3,1,1,0,4,6,4,2,28,0,2,0,12,2,6,5,13,2,22,6,0,13,0,21,9,3,4,4,1,1,0,2,0,0,0,0,0,0,3,15,6,14,3,0,12,0,1,0,0,1,1,4,1,0,0,0,5,2,0,1,4,0,0,0,10,1,1,1,1,0,1,0,1,1,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174292,0,3,1
324,4.62345679012346,20,127,5,23,0,0,0,3,1,0,0,0,3,0,16,37,24,12,30,55,1,14,47,24,5,85,2,0,8,2,2,1,1,0,12,8,13,3,1,0,0,0,7,9,2,0,0,3,0,2,4,0,1,22,0,3,0,13,1,8,2,0,3,14,6,0,9,1,35,8,5,0,0,1,0,5,1,0,3,0,0,1,1,5,8,13,13,10,2,18,1,0,1,1,1,1,2,3,0,0,0,8,1,2,3,3,0,1,0,5,1,0,0,0,0,0,0,1,0,2,0,1,0,9,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178647,0,7,4
303,4.65016501650165,25,127,4,1,1,0,0,0,0,0,0,0,9,0,28,33,22,16,25,81,0,2,30,52,20,64,1,0,23,0,3,0,0,0,9,13,5,4,0,2,1,0,2,7,2,0,0,4,0,0,2,2,0,19,1,1,2,15,3,7,0,4,1,36,12,0,1,0,26,5,3,1,1,1,4,20,1,4,4,4,3,1,0,2,6,8,12,11,4,15,0,0,5,0,0,0,6,8,0,0,0,0,0,1,0,9,3,3,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,2,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179881,0,15,7
317,4.26498422712934,24,117,1,0,11,0,0,1,0,0,0,0,2,0,37,40,22,17,22,71,6,5,18,40,6,57,5,0,28,0,2,0,0,1,10,3,0,2,1,0,0,0,1,9,3,0,0,5,0,5,2,0,0,18,2,0,1,12,5,13,0,10,0,18,11,2,4,0,13,4,4,0,4,0,1,6,1,1,1,1,0,1,0,11,13,7,6,2,4,4,1,0,12,4,0,0,6,2,0,0,0,0,1,0,0,12,1,1,4,5,22,0,9,3,1,0,0,3,1,1,8,0,0,0,0,1,0,1,0,0,0,3,0,0,2,0,0,0,2,0,2,5,5,0,5,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182004,0,2,7
325,3.90461538461538,11,117,5,0,0,0,0,3,0,0,0,0,9,0,30,58,35,6,38,80,6,3,9,11,1,58,7,0,15,0,1,0,5,6,23,15,1,6,3,5,0,0,3,11,1,1,1,1,0,0,4,1,0,31,0,1,3,27,9,2,3,7,3,6,16,0,2,0,8,2,4,1,2,1,0,1,0,0,0,0,1,0,0,10,9,10,4,4,2,17,3,0,3,2,0,0,1,0,0,0,0,3,6,0,0,0,0,1,0,0,1,1,0,5,0,0,0,1,0,0,0,0,0,1,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190083,0,0,0
325,4.38461538461539,26,159,2,2,6,0,0,1,0,0,0,0,10,2,27,46,18,12,43,73,7,9,20,37,8,70,5,0,14,3,3,0,0,0,26,7,4,4,0,0,0,0,1,4,1,0,0,4,0,3,9,1,2,28,0,2,0,14,3,6,2,16,2,20,9,1,8,0,19,4,4,1,6,1,0,8,1,0,0,2,0,0,0,9,17,7,7,3,1,19,0,0,3,4,1,0,8,0,0,0,1,1,1,0,0,10,1,2,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1199660,1,7,0
353,4.56373937677054,13,178,1,0,1,0,0,0,0,1,0,0,5,0,57,44,21,10,36,91,1,8,14,23,4,68,8,0,38,3,2,0,0,0,11,12,3,5,1,2,0,0,2,7,3,2,3,1,0,0,9,0,1,18,0,5,6,20,1,6,5,7,3,14,25,0,8,1,8,2,1,1,1,1,3,4,3,1,0,1,0,1,0,9,12,10,11,9,4,8,4,0,13,4,1,0,2,1,1,0,1,2,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,2,0,0,0,0,1,4,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120610,1,3,0
298,3.98993288590604,21,140,6,1,2,0,0,1,0,0,0,0,7,0,18,39,22,9,46,58,5,13,24,31,4,59,1,0,9,3,2,1,0,1,29,4,2,1,2,0,0,0,3,6,2,1,1,2,0,2,9,0,0,32,0,1,0,11,5,4,1,6,2,19,10,2,11,0,20,3,5,2,1,1,1,4,0,0,0,0,0,2,0,4,17,4,11,2,5,7,0,0,0,1,0,5,4,1,1,0,0,0,2,1,0,13,2,1,4,2,5,1,0,1,1,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208371,1,7,2
330,4.54545454545455,4,102,1,6,7,0,0,0,0,0,0,0,7,0,30,44,14,19,48,70,4,10,27,23,3,64,3,0,19,2,0,0,0,0,23,6,6,4,0,1,0,0,3,3,2,0,5,0,3,2,6,0,2,37,0,3,0,19,3,6,2,1,4,21,7,0,10,0,23,6,3,9,0,1,0,3,1,0,1,0,0,1,0,7,10,8,14,4,1,15,3,0,5,0,0,0,0,6,0,0,0,7,2,0,1,0,1,1,0,1,0,3,0,3,0,1,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221644,0,8,8
356,4.43820224719101,15,151,1,0,0,0,0,1,0,5,0,0,13,14,30,59,24,9,40,104,1,16,3,19,4,70,4,0,23,0,1,0,3,1,23,24,1,4,4,5,1,0,0,5,1,2,0,4,0,0,9,1,0,23,0,6,3,25,5,5,2,16,10,16,22,0,15,0,1,0,5,2,3,1,3,4,0,0,1,1,0,0,0,5,20,3,7,6,1,20,2,0,5,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,6,0,0,0,4,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230250,1,5,2
325,4.11076923076923,10,124,2,0,0,0,0,3,0,0,0,0,0,0,27,42,23,11,38,61,2,7,28,23,2,83,4,0,18,0,1,4,1,1,15,8,5,2,0,2,0,0,4,8,0,2,3,0,0,3,9,0,1,21,0,3,2,16,2,7,2,3,0,12,10,0,7,0,22,6,1,0,3,1,0,2,3,1,0,1,0,0,0,5,12,13,11,10,5,18,0,0,5,5,2,0,3,2,0,0,4,7,1,0,0,4,0,2,1,6,1,0,0,2,0,1,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125704,0,7,2
